Average User Rating,User Rating Count,Price,Primary Genre,Genres,,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy, Lifestyle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,5.99,Games,"Games, Board, Strategy, Food & Drink",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Card, Utilities",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4.5,32,0,Games,"Games, Strategy, Music, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Racing",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Utilities",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Productivity, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
4,15,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
4,20,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Casino, Strategy, Entertainment",,,,,,,,,,,,,
4.5,6,0,Entertainment,"Entertainment, Strategy, Board, Games",,,,,,,,,,,,,
,,0,Games,"Games, Food & Drink, Casual, Strategy",,,,,,,,,,,,,
4.5,5,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
2,14,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4,7,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
4.5,131,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Education,"Education, Word, Strategy, Games",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
5,21,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
4.5,8,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4.5,56,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Strategy, Games, Adventure",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Strategy, Games, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
5,8,0,Games,"Games, Entertainment, Family, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Family, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
4.5,75,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
5,7,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
4.5,4255,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
4.5,6,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4.5,1648,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
5,5,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,3.99,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
,,0,News,"News, Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy, Education",,,,,,,,,,,,,
,,1.99,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
5,6,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Productivity, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
3.5,11,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
5,11,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
4.5,169,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
4.5,42,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Education,"Education, Games, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
4.5,34,0,Games,"Games, Strategy, Sports, Sports",,,,,,,,,,,,,
,,3.99,Games,"Games, Sports, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Action, Strategy",,,,,,,,,,,,,
5,5,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4.5,28,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
4,15,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
4.5,16,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,5,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
5,9,0,Games,"Games, Card, Strategy",,,,,,,,,,,,,
4.5,85,0,Games,"Games, Strategy, Social Networking, Card",,,,,,,,,,,,,
,,0.99,Games,"Games, Word, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4.5,26,0,Games,"Games, Board, Social Networking, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Card",,,,,,,,,,,,,
4.5,127,0,Games,"Games, Entertainment, Racing, Strategy",,,,,,,,,,,,,
4.5,38,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
5,16,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
5,13,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4,68,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Places & Objects, Strategy, Games, Adventure, Gaming",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
4.5,164,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
3.5,446,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Family, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Board",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
5,8,0,Games,"Games, Sports, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
5,14,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
5,8,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4.5,7,6.99,Games,"Games, Strategy, Entertainment, Family",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4,3245,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
5,5,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Simulation, Strategy",,,,,,,,,,,,,
4.5,25,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Productivity, Casual",,,,,,,,,,,,,
4.5,424,5.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4.5,14,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4.5,66,0,Games,"Games, Simulation, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Card",,,,,,,,,,,,,
4.5,6,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,2.99,Education,"Education, Trivia, Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,9.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4,10,2.99,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
5,6,0,Games,"Games, Strategy, Education, Casual",,,,,,,,,,,,,
5,305,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Education, Board",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Games, Sports & Activities, Strategy, Adventure, Gaming",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Education, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Trivia",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
5,217,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Family",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Racing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4.5,73,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Finance",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Health & Fitness, Strategy, Sports",,,,,,,,,,,,,
4.5,17,0,Games,"Games, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy, Entertainment",,,,,,,,,,,,,
4.5,218,0,Entertainment,"Entertainment, Games, Action, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
5,13156,0,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
,,1.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Racing, Strategy",,,,,,,,,,,,,
,,1.99,Education,"Education, Casual, Strategy, Games",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy",,,,,,,,,,,,,
5,8,3.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
2,15,0,Games,"Games, Action, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
5,233,0,Games,"Games, Magazines & Newspapers, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
3,75,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
3.5,8,6.99,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4.5,81,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Places & Objects, Gaming, Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4.5,67,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Music, Music",,,,,,,,,,,,,
4.5,20,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
5,51,1.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,35,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Education,"Education, Games, Strategy, Puzzle",,,,,,,,,,,,,
4.5,10,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,13,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,6,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy",,,,,,,,,,,,,
4.5,2317,0,Games,"Games, Simulation, Strategy, Lifestyle",,,,,,,,,,,,,
3.5,34,0,Games,"Games, Strategy, Role Playing, Entertainment",,,,,,,,,,,,,
,,0,Utilities,"Utilities, Games, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,3.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
3,97,0,Games,"Games, Strategy, Entertainment, Racing",,,,,,,,,,,,,
3,97,0,Games,"Games, Strategy, Entertainment, Racing",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
4.5,63,0,Utilities,"Utilities, Action, Games, Strategy",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Games, Strategy, Action",,,,,,,,,,,,,
3.5,707,0,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4,40,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Family, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
2,5,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Utilities, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,33,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
4,9,1.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
5,59,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
5,13,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Education, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Casino, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4,7,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
4.5,3634,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Lifestyle, Adventure, Strategy",,,,,,,,,,,,,
4.5,355,0,Games,"Games, Strategy, Trivia, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Emoji & Expressions, Games, Board, People, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Entertainment, Strategy",,,,,,,,,,,,,
4,19,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Productivity, Family",,,,,,,,,,,,,
5,79,4.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
5,219,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
5,9706,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
5,6851,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
4.5,14,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
3.5,143,2.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
3,26,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4.5,329,0,Games,"Games, Adventure, Entertainment, Strategy",,,,,,,,,,,,,
3,10,0,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,9.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
3,10,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Animals & Nature, Puzzle, Strategy, Gaming, Games",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,9.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
2.5,36,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
5,64,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,5.99,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4.5,127,4.99,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
5,20,1.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Family",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
4.5,11,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Strategy, Games, Adventure, Gaming, Animals & Nature",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Casual",,,,,,,,,,,,,
5,9,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
5,5,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Board, Travel, Strategy",,,,,,,,,,,,,
